engine_rpm,hydraulic_pressure_bar,vibration_mm_s,oil_temp_c,workload_stress_pct
1654.3360192379935,187.94539131535097,1.435381286369407,63.725026564386404,43.86618605564509
1698.2690983945513,172.00948740507133,1.214932106154288,54.8941877121985,34.16620689836354
1415.9125768668355,179.58727642424046,1.4096485260607603,64.23385387608246,39.49505857442186
1542.6337993119764,177.9231602402434,1.3310215655200528,61.587266306250875,37.34277643526504
1487.5357908162132,169.6064220330614,0.9711825664301357,56.822210792977984,36.08639474315266
1693.5678393147462,166.6876173329685,1.3998937502727635,61.17012227176574,33.071909847359365
1501.039517974142,210.84310694910482,1.6258809013540911,60.952119449625286,43.06803651941959
1509.2436337958402,188.36715459527792,0.8993437632655581,63.789609249618096,35.20692719327703
2081.0390423989897,292.2446097692292,9.49307775213771,88.79087989144183,100.0
1521.6746707663763,164.6815077430393,0.8838952742560937,64.87908359672355,31.972443786289176
2000.0,299.23904483019726,8.408386492971436,85.0,100.0
1608.704706823817,172.23583051445743,1.565147556247649,58.845668130776154,39.91785863377999
1682.3170583961914,176.2696331072468,1.2042819203509303,58.287253995711175,40.13779797717522
2022.7002944197397,312.70676695784584,7.623317062224343,92.0775249507921,100.0
2171.3042949495803,280.0,8.171700622396562,86.53991281829346,100.0
2105.782317230743,294.14953105769575,6.708715898361566,90.12347658315836,98.22546944924521
1611.3517345251248,174.7702179838821,1.4894554899292372,63.39571387719098,37.328593402669654
2000.0,329.46203122030147,9.33008347461164,89.20201911932942,100.0
1612.2009814645362,168.79182481278264,0.7941989142469397,62.279520975853515,39.12764416136197
1586.9856945632316,195.75981594011418,1.0583728266908619,60.61773847977791,36.83507116269643
1539.601481328418,176.62851897160974,0.7070433566537497,51.8476337814243,33.791526243545235
1627.669079933002,173.3072485017783,0.9772588242905855,70.0,33.25064996069146
1649.7998291245449,184.21787135954062,,56.26710826729881,40.46754174905602
1604.8084946661381,177.83868666417578,1.5342965084006615,61.07356591585263,40.77587325960418
1657.0890510693166,199.76091098451488,1.0550816844949682,63.25760995669753,40.712477528311815
1663.3919022318012,203.6098014493505,1.3084510575618304,65.35771576117443,45.116936649553544
1557.9354677234642,174.09991781508958,1.346756139044299,64.84092330266431,35.637644688033724
2287.9260629360606,296.27441728489833,10.032273089172795,94.92383590550486,100.0
2208.085831393051,290.5175630756726,6.12461741531863,94.66507868817409,92.01074461948133
2092.4140614975304,280.0,8.413913945497686,87.65549480327437,96.77947759542144
1455.1915658502676,163.55587369657198,1.3131301181706558,61.2066096745839,36.71156656737354
1476.9135683566044,171.53882053894907,1.7131840117745774,60.27467055499925,41.326853777192895
1647.1468357135996,196.08761005964703,1.0057374583094523,57.68419318957301,41.76758643370978
1461.7200269035663,184.82546709294022,1.4453668974075085,61.436644522015044,39.41038581184986
1602.4510174258942,191.38392884680147,1.3780670166842586,58.9707028455983,40.43795540098111
1605.8208718445999,171.43231515325806,1.5228021415795794,66.00039478213431,41.87496680465636
1562.5179192450403,153.58786782028835,1.1245383341866513,66.09485394896832,32.64240228147126
1618.1866255058494,191.1314305801396,0.5364414266011479,,40.22790869632336
2037.6930365743651,282.687651916197,6.471236965838917,86.21917894235109,91.28571374133156
